"nombre","año_nacimiento","que_hace","conocido_por","premios","ID_IMDB"
"Ali Costello","NULL","['Reparto', 'Producción', 'Reparto']","['su papel en Broken Blood', 'Rift', 'Kissing Strangers']","NULL","tt1891970"
"Tom Lister Jr.","1958","['Reparto', 'Producción', 'Reparto']","['El quinto elemento', 'Friday', 'El caballero oscuro']","NULL","tt1891970"
"Nicole Andrews","NULL","['Reparto', 'Reparto']","['su papel en Leatherface', 'Lovelace', 'Road Trip Hostage']","NULL","tt1891970"
"Etord Barkley","NULL","['Reparto', 'Reparto']","[""su papel en Black People Don't Tango""]","NULL","tt15162798"
"Alex Berry","NULL","['Reparto', 'Reparto']","[""su papel en Black People Don't Tango""]","NULL","tt15162798"
"Lucinda J. Clark","NULL","['Producción', 'Reparto', 'Producción']","[""su papel en Black People Don't Tango"", 'The Lyons Den']","NULL","tt15162798"
"Robert M. Clark","1983","['Reparto', 'Dirección', 'Guion']","['Fred', 'Chasing Your Chicken', 'Guns for Christmas 2']","NULL","tt15162798"
"Juliette Ford","NULL","['Producción', 'Música', 'Assistant']","['su papel en Full Swing', 'Mister Sleep', 'A New Life']","NULL","tt15162798"
"Kyle Gavin","NULL","['Reparto', 'Reparto']","[""su papel en Black People Don't Tango"", ""Santa's New Sleigh""]","NULL","tt15162798"
"Craig Fairbrass","1964","['Reparto', 'Producción', 'Guion']","['Máximo riesgo', 'Boat Story', 'One Piece']","NULL","tt3381610"
"James Cosmo","1948","['Reparto', 'Producción', 'Banda sonora']","['Braveheart', 'Los inmortales', 'Troya']","['BAFTA Awards, Scotland 2023 Nominado BAFTA Scotland Award Best Actor - Film La canción del marinero 2011 Ganador BAFTA Scotland Award Best Actor/Actress - Film Donkeys', 'Edinburgh International Film Festival 2015 Ganador Best Performance in a British Feature Film The Pyramid Texts Tied with Charlotte Rampling for 45 años (2015). -Jury member Karen Gillan: ""I think I speak to all up and coming Scottish actors when I say James Cosmo is a huge inspiration, his acting is a lesson to us all, you show us how it\'s done.""', 'CinEuphoria Awards 2020 Ganador CinEuphoria Merit - Honorary Award Juego de tronos Compartido con: David Benioff · D.B. Weiss · George R.R. Martin · Ramin Djawadi · Michele Clapton · Amrita Acharia · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · · ·', 'Behind the Voice Actors Awards 2013 Nominado BTVA Video Game Voice Acting Award Best Vocal Ensemble in a Video Game Darksiders II Compartido con: Michael Wincott · Keith Szarabajka · Jessica Straus · Simon Templeman · JB Blanc · Claudia Christian · · · · · · · · ·', 'Voice Arts Awards 2015 Ganador Voice Arts Award Outstanding Audiobook Narration - History - Best Voiceover for ""In Freedom\'s Cause"" by John Fornof, G. A. Henty, and Robert Liparulo Compartido con: Skandar Keynes · Brian Blessed · Billy Boyd · Joanne Froggatt · Kelsey Lansdowne · Kirk Cameron · · · 2015 Ganador Voice Arts Award Audiobook Narration - Inspirational/Faith-Based Fiction, Best Voiceover In Freedom\'s Cause for ""In Freedom\'s Cause"" by John Fornof, Aaron Fullan, Nick Huizenga, Bill Heid, and Nick Heid Compartido con: Skandar Keynes · Brian Blessed · Billy Boyd · Joanne Froggatt · John Fornof · Aaron Fullan · Nick Huizenga · · 2015 Nominado Voice Arts Award Audiobook Narration - History, Best Voiceover In Freedom\'s Cause for ""In Freedom\'s Cause"" by John Fornof, G. A. Henty, and Robert Liparulo Compartido con: Skandar Keynes · Brian Blessed · Billy Boyd · Joanne Froggatt · Kelsey Lansdowne · Kirk Cameron · · · 2015 Nominado Voice Arts Award Outstanding Spoken Word or Storytelling - Best Performance In Freedom\'s Cause Additional Writers: Aaron Fullan, Nick Huizenga, Bill Heid and Nick Heid Compartido con: Skandar Keynes · Brian Blessed · Billy Boyd · Joanne Froggatt · John Fornof']","tt3381610"
"Emmett J Scanlan","1979","['Reparto', 'Producción', 'Guion']","['Peaky Blinders', 'Kin', 'Derry Girls']","['British Soap Awards 2013 Ganador British Soap Award Best On-Screen Partnership Hollyoaks Compartido con: Kieron Richardson 2013 Nominado British Soap Award Best Exit Hollyoaks 2013 Nominado British Soap Award Villain of the Year Hollyoaks 2013 Nominado British Soap Award Best Actor Hollyoaks 2012 Nominado British Soap Award Best Actor Hollyoaks 4 más', 'Irish Film and Television Awards 2024 Nominado IFTA Award Best Supporting Actor - Television Drama Kin 2022 Nominado IFTA Award Best Actor in a Supporting Role - Drama Kin 2012 Nominado Rising Star Award', 'National Television Awards, UK 2013 Nominado National Television Award Most Popular Serial Drama Performance Hollyoaks', 'TV Quick Awards, UK 2012 Nominado TV Quick Award Best Soap Actor Hollyoaks 2011 Nominado TV Quick Award Best Soap Actor Hollyoaks 2011 Nominado TV Quick Award Best Soap Newcomer Hollyoaks', 'MovieGuide Awards 2016 Nominado Grace Award Most Inspiring Performance in Television A.D. The Bible Continues']","tt3381610"
"Mem Ferda","1963","['Reparto', 'Producción', 'Guion']","['El doble del diablo', 'Revolver de Guy Ritchie', 'Pusher']","['Buenos Aires International Festival of Independent Cinema 2013 Nominado Special Mention Best Picture Truth or Dare Compartido con: Jessica Cameron · Jonathan Scott Higgins', 'Leo Awards 2019 Nominado Leo Best Motion Picture Woodland 2019 Nominado Leo Best Motion Picture Woodland', 'Newport Beach Film Festival 2019 Ganador Outstanding Achievement in Filmmaking Feature Film Woodland', 'Palm Springs International ShortFest 2004 Ganador Audience Award Best Short Elshera', 'Chicago Horror Film Festival 2014 Nominado Festival Award Best Feature Truth or Dare Compartido con: Jessica Cameron · Jonathan Scott Higgins']","tt3381610"
"Olivia Grant","1983","['Reparto', 'Reparto']","['Stardust', 'Todo el dinero del mundo', 'Lark Rise to Candleford']","NULL","tt3381610"
"Tamer Hassan","1968","['Reparto', 'Producción', 'Guion']","['La sombra de la traición', 'Layer Cake: Crimen organizado', 'Football Factory: diario de un hooligan']","NULL","tt3381610"
"Bruce Payne","NULL","['Reparto', 'Producción', 'Guion']","NULL","NULL","tt3381610"
"Amanda Wass","NULL","['Reparto', 'Reparto']","['su papel en Atrapada en el infierno', '50 Kisses', 'Breakdown']","NULL","tt3381610"
"Rab Affleck","1953","['Reparto', 'Reparto']","['Stardust', 'Juana de Arco de Luc Besson', 'Gangs of New York']","NULL","tt3381610"
"Mahesh Babu","1975","['Reparto', 'Especialistas', 'Música']","['1 - Nenokkadine', 'Athadu', 'Dookudu']","['Filmfare Awards South 2022 Nominado Filmfare Award - Telugu Film Industry Best Actor Sarileru Neekevvaru 2019 Nominado Filmfare Award - Telugu Film Industry Best Actor Bharat Ane Nenu 2016 Ganador Filmfare Award - Telugu Film Industry Best Actor Srimanthudu 2014 Ganador Filmfare Award - Telugu Film Industry Best Actor Seethamma Vaakitlo Sirimalle Chettu 2013 Nominado Filmfare Award - Telugu Film Industry Best Actor Business Man 6 más', 'South Indian International Movie Awards 2021 Nominado SIIMA - Telugu Best Actor in a Leading Role Sarileru Neekevvaru 2020 Ganador SIIMA - Telugu Best Actor in a Leading Role Maharshi 2019 Nominado SIIMA - Telugu Best Actor in a Leading Role Bharat Ane Nenu 2016 Ganador SIIMA - Telugu Best Actor in a Leading Role Srimanthudu 2015 Nominado SIIMA - Telugu Best Actor in a Leading Role 1 - Nenokkadine 3 más', 'Times of India Film Awards 2013 Nominado Hyderabad Times Film Awards Best Actor Business Man 2012 Ganador Hyderabad Times Film Awards Best Actor Dookudu', 'CineMAA Awards 2015 Ganador CineMAA Award Best Actor: Critics 1 - Nenokkadine 2012 Ganador CineMAA Award Best Actor - Male Dookudu 2004 Ganador CineMAA Award Best Actor - Male Okkadu', 'Nandi Awards 2016 Ganador Nandi Award Best Actor Srimanthudu 2012 Ganador Nandi Award Best Actor Dookudu 2006 Ganador Nandi Award Best Actor Athadu 2005 Ganador Nandi Award Special Jury Award Arjun 2004 Ganador Nandi Award Best Actor Nijam 2 más']","tt1582519"
"Anushka Shetty","1981","['Reparto', 'Reparto']","['Baahubali 2, la conclusión', 'Baahubali: The Beginning', 'Arundhati']","['Filmfare Awards South 2019 Nominado Filmfare Award - Telugu Film Industry Best Actress Bhaagamathie 2018 Nominado Filmfare Award - Telugu Film Industry Best Actress Baahubali 2, la conclusión 2016 Ganador Filmfare Award - Telugu Film Industry Best Actress Rudhramadevi 2014 Nominado Filmfare Award - Telugu Film Industry Best Actress Mirchi 2013 Nominado Filmfare Award - Telugu Film Industry Best Actress Damarukam 5 más', 'South Indian International Movie Awards 2019 Nominado SIIMA - Telugu Best Actress in a Leading Role Bhaagamathie 2018 Nominado SIIMA - Telugu Best Actress in a Leading Role Baahubali 2, la conclusión 2016 Ganador SIIMA - Telugu Best Actress: Critics Rudhramadevi 2016 Nominado SIIMA - Telugu Best Actress in a Leading Role Rudhramadevi 2012 Nominado SIIMA - Tamil Best Actress in a Leading Role Deiva Thirumagal', 'Times of India Film Awards 2013 Nominado Hyderabad Times Film Awards Best Actress Damarukam', 'Vijay Awards 2018 Nominado Jury Award Best Actress Baahubali 2, la conclusión 2012 Nominado Jury Award Best Actress Deiva Thirumagal 2012 Ganador Favorite Award Favorite Heroine Deiva Thirumagal 2011 Nominado Favorite Award Favorite Heroine Singam 2010 Ganador Favorite Award Favorite Heroine Vettaikaaran', 'CineMAA Awards 2016 Ganador CineMAA Award Best Actor - Female Rudhramadevi 2011 Ganador CineMAA Award Best Actress: Critics Vedam 2010 Ganador CineMAA Award Best Actor - Female Arundhati']","tt1582519"
"Prakash Raj","1965","['Reparto', 'Producción', 'Dirección']","['Anniyan', 'Singham', 'K']","['Awards of the International Indian Film Academy 2012 Ganador Popular Award Best Performance by an Actor in a Negative Role Singham 2010 Nominado Popular Award Best Performance by an Actor in a Negative Role Wanted', 'Zee Cine Awards 2012 Ganador Critics Choice Award Best Villain Singham', 'National Film Awards, India 2008 Ganador Silver Lotus Award Best Actor Kanchivaram 2003 Ganador Silver Lotus Award Special Jury Award 1999 Ganador Special Mention Special Mention (Actor) Anthahpuram 1998 Ganador Silver Lotus Award Best Supporting Actor Iruvar', 'Apsara Film Producers Guild Awards 2012 Ganador Apsara Award Best Performance by an Actor in a Negative Role Singham', 'Filmfare Awards South 2022 Nominado Filmfare Award - Tamil Film Industry Best Supporting Actor Jai Bhim 2018 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Shatamanam Bhavati 2016 Nominado Filmfare Award - Tamil Film Industry Best Supporting Actor O Kadhal Kanmani 2015 Nominado Filmfare Award - Kannada Film Industry Best Director Un Samayal Arayil 2015 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Govindudu Andari Vaadele 15 más']","tt1582519"
"Brahmanandam","1956","['Reparto', 'Música', 'Banda sonora']","['Dookudu', 'Race Gurram', 'Sarrainodu']","['Filmfare Awards South 2013 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Dhenikaina Ready 2011 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Adhurs 2009 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Ready 2006 Nominado Filmfare Award - Telugu Film Industry Best Comedian Athadu', 'South Indian International Movie Awards 2017 Nominado SIIMA - Telugu Best Comic Actor Sarrainodu 2016 Nominado SIIMA - Telugu Best Comic Actor Bruce Lee: The Fighter 2015 Ganador SIIMA - Telugu Best Comic Actor Race Gurram 2014 Ganador SIIMA - Telugu Best Comic Actor Baadshah 2013 Nominado SIIMA - Telugu Best Comic Actor Julayi 1 más', 'Times of India Film Awards 2012 Ganador Hyderabad Times Film Awards Best Actor in a Comic Role Dookudu', 'CineMAA Awards 2012 Ganador CineMAA Award Best Comedian Dookudu 2011 Ganador CineMAA Award Best Comedian Adhurs 2010 Ganador CineMAA Award Best Comedian Konchem Ishtam Konchem Kashtam 2008 Ganador CineMAA Award Best Comedian Dhee 2003 Ganador CineMAA Award Best Comedian Manmadhudu', 'Guinness World Record Award 2010 Ganador Guinness World Record Most screen credits for a living actor']","tt1582519"
"Tanikella Bharani","1954","['Reparto', 'Guion', 'Dirección']","['Mithunam', 'Ponniyin Selvan: Part One', 'Samudram']","NULL","tt1582519"
"Sunil","1974","['Reparto', 'Reparto']","['Pushpa: The Rise - Part 1', 'Sita Ramam', 'Jailer']","['Filmfare Awards South 2022 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Pushpaka Vimanam 2014 Ganador Filmfare Award - Telugu Film Industry Best Supporting Actor Tadakha 2006 Nominado Filmfare Award - Telugu Film Industry Best Comedian Nuvvostanante Nenoddantana 2005 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor Mass 2005 Ganador Filmfare Award - Telugu Film Industry Best Comedian Peda Babu', 'South Indian International Movie Awards 2022 Nominado SIIMA - Telugu Best Performance by an Actor in a Negative Role Pushpa: The Rise - Part 1 2021 Nominado SIIMA - Telugu Best Performance by an Actor in a Negative Role Colour Photo 2021 Nominado SIIMA - Telugu Best Comic Actor Ala Vaikunthapurramuloo 2014 Ganador SIIMA - Telugu Best Actor in a Supporting Role Tadakha', 'CineMAA Awards 2011 Ganador CineMAA Award Special Appreciation Award Maryada Ramanna', 'Nandi Awards 2002 Ganador Nandi Award Best Comic Actor Nuvvu Nenu', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt1582519"
"Rao Ramesh","1968","['Reparto', 'Reparto']","['Pushpa: The Rise - Part 1', 'K']","['Filmfare Awards South 2017 Nominado Filmfare Award - Telugu Film Industry Best Supporting Actor A Aa', 'South Indian International Movie Awards 2023 Nominado SIIMA - Telugu Best Actor in a Supporting Role El estallido de la noticia 2021 Nominado SIIMA - Telugu Best Actor in a Supporting Role Solo Brathuke So Better 2020 Nominado SIIMA - Telugu Best Actor in a Supporting Role Prati Roju Pandaage 2018 Nominado SIIMA - Telugu Best Performance by an Actor in a Negative Role Duvvada Jagannadham 2015 Nominado SIIMA - Telugu Best Performance by an Actor in a Negative Role Mukunda', ""Critics' Choice Film Awards, India 2020 Nominado Telugu Film Award Best Actor Prati Roju Pandaage"", 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt1582519"
"Mohammad Ali","1968","['Reparto', 'Reparto']","['Liger', 'Super', 'Oka Laila Kosam']","['Filmfare Awards South 2006 Ganador Filmfare Award - Telugu Film Industry Best Comedian Super', 'South Indian International Movie Awards 2016 Nominado SIIMA - Telugu Best Comic Actor S/O Satyamurthy 2013 Nominado SIIMA - Telugu Best Comic Actor Ishq', 'CineMAA Awards 2015 Ganador CineMAA Award Best Comedian Oka Laila Kosam', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt1582519"
"Amit Tiwari","NULL","['Reparto', 'Guion', 'Reparto']","NULL","NULL","tt1582519"
"Hong Bo","NULL","['Reparto', 'Reparto']","['su papel en Xi you ji', 'Wo di 1000', 'Pet Departures']","NULL","tt13198440"
"John Ching","NULL","['Reparto', 'Producción', 'Dirección']","['su papel en Cai li fu quan', 'Dou hap', 'Jing goo juen ga']","NULL","tt13198440"
"Mingwei Hai","NULL","['Reparto', 'Reparto']","['su papel en Wo di 1000', 'Shei shuo wo men bu hui ai', 'Cook up a Storm']","NULL","tt13198440"
"Tin-Chi Law","NULL","['Reparto', 'Reparto']","['su papel en Bo chi tung wah', 'Invisible Target', 'Du cheng feng yun']","NULL","tt13198440"
"Radomir Jordanovic","NULL","['Dirección', 'Dirección de fotografía y cámara', 'Guion']","['su papel en Pay the Lady', ""Christine's Wager y Lethologica""]","['Brightside Tavern Film Festival 2024 Nominado Jury Prize Best Cinematography Lethologica 2024 Nominado Jury Prize Best Concept Lethologica', ""Avalonia Festival 2023 Ganador Jury Prize Best Comedy 3 Minutes & Under Carl Goes to the Hospital 2021 Ganador Jury Prize One Actor or Actress Movie or Monologue 3 Minutes & Under Absolute Soup 2019 Ganador Jury Prize Best Comedy 3 Minutes & Under Kevin's Thermodynamics Lesson"", 'MLC Awards 2023 Ganador Best Voiceover Recording Quality Absolute Soup', 'Golden Wheat Awards 2021 Ganador Golden Wheat Award Best Short Film Tim Bradley', 'Golden Harvest Film Festival 2021 Ganador Best Short Best Short A Matter of Two Minutes']","tt10613340"
